Exercise,DifficultyLevel,TargetMuscleGroup,PrimaryEquipment,#PrimaryItems,SecondaryEquipment,#SecondaryItems,BodyRegion,ForceType,PrimaryExerciseClassification
Double Kettlebell Suitcase March,Novice,Abdominals,Kettlebell,2.0,,0.0,Midsection,Other,Balance
Single Arm Kettlebell Rotational Half Snatch,Advanced,Shoulders,Kettlebell,1.0,,0.0,Full Body,Unsorted*,Ballistics
Double Kettlebell Dead Clean to Front Rack Squat,Intermediate,Quadriceps,Kettlebell,2.0,,0.0,Lower Body,Unsorted*,Ballistics
Double Kettlebell Front Rack Alternating Shin Box Hip Extension,Advanced,Glutes,Kettlebell,2.0,,0.0,Lower Body,Unsorted*,Mobility
Double Kettlebell Overhead Alternating Shin Box Hip Extension,Advanced,Glutes,Kettlebell,2.0,,0.0,Lower Body,Unsorted*,Mobility
Double Kettlebell Bottoms Up Turkish Get Up,Expert,Abdominals,Kettlebell,2.0,,0.0,Full Body,Other,Grinds
Slider Single Leg Hamstring Curl,Advanced,Hamstrings,Sliders,1.0,,0.0,Lower Body,Pull,Bodybuilding
Kettlebell Staggered Stance Rotational Swing,Intermediate,Abdominals,Kettlebell,1.0,,0.0,Full Body,Other,Unsorted*
Single Arm Suspension Cyclist Squat,Beginner,Quadriceps,Suspension Trainer,1.0,Slant Board,1.0,Lower Body,Push,Bodybuilding
Single Arm Kettlebell Suitcase Alternating Curtsy Lunge Pass Through,Intermediate,Quadriceps,Kettlebell,1.0,,0.0,Lower Body,Push,Bodybuilding
Barbell Low Bar Pause Back Squat,Intermediate,Quadriceps,Barbell,1.0,,0.0,Lower Body,Push,Powerlifting
Barbell Front Rack Pause Squat,Intermediate,Quadriceps,Barbell,1.0,,0.0,Lower Body,Push,Olympic Weightlifting
Barbell High Bar Pause Back Squat,Intermediate,Quadriceps,Barbell,1.0,,0.0,Lower Body,Push,Unsorted*
Barbell Overhead Pause Squat,Intermediate,Quadriceps,Barbell,1.0,,0.0,Lower Body,Push,Unsorted*
Single Arm Kettlebell Suitcase Walking Lunge Pass Through,Intermediate,Quadriceps,Kettlebell,1.0,,0.0,Lower Body,Push,Bodybuilding
Ring Hanging Knees to Wrists,Advanced,Abdominals,Gymnastic Rings,2.0,,0.0,Midsection,Other,Calisthenics
Slider Suspension Lateral Lunge,Beginner,Quadriceps,Sliders,1.0,Suspension Trainer,1.0,Lower Body,Other,Bodybuilding
Macebell 10 to 2,Intermediate,Shoulders,Macebell,1.0,,0.0,Upper Body,Pull,Ballistics
Dumbbell Goblet Cyclist Squat,Novice,Quadriceps,Dumbbell,1.0,Slant Board,1.0,Lower Body,Push,Bodybuilding
Slider Barbell Front Rack Lateral Lunge,Intermediate,Quadriceps,Sliders,1.0,Barbell,1.0,Lower Body,Other,Bodybuilding
Slider Barbell Back Rack Lateral Lunge,Intermediate,Quadriceps,Sliders,1.0,Barbell,1.0,Lower Body,Other,Bodybuilding
Barbell Overhead Alternating Cossack Squat,Advanced,Quadriceps,Barbell,1.0,,0.0,Lower Body,Push,Bodybuilding
Barbell Overhead Alternating Reverse Lunge,Advanced,Quadriceps,Barbell,1.0,,0.0,Lower Body,Push,Bodybuilding
Macebell Single Leg Standing Bent Knee Ballistic Curl,Intermediate,Biceps,Macebell,1.0,,0.0,Upper Body,Pull,Balance
Double Kettlebell Suitcase Carry,Beginner,Forearms,Kettlebell,2.0,,0.0,Full Body,Other,Unsorted*
Single Arm Kettlebell Suitcase Carry,Beginner,Forearms,Kettlebell,1.0,,0.0,Full Body,Other,Unsorted*
Double Kettlebell Bottoms Up Front Rack Cossack Squat,Intermediate,Quadriceps,Kettlebell,2.0,,0.0,Lower Body,Push,Bodybuilding
Alternating Single Arm Kettlebell Knee Hover Quadruped Pull Through,Intermediate,Abdominals,Kettlebell,1.0,,0.0,Midsection,Unsorted*,Unsorted*
Single Arm Kettlebell High Pull,Intermediate,Shoulders,Kettlebell,1.0,,0.0,Unsorted*,Pull,Ballistics
Double Indian Club Outer Heart Shaped Swing,Intermediate,Shoulders,Indian Club,2.0,,0.0,Upper Body,Unsorted*,Mobility
Alternating Single Arm Kettlebell Thruster,Intermediate,Quadriceps,Kettlebell,1.0,,0.0,Full Body,Push,Bodybuilding
Double Kettlebell Suitcase Knee Over Toe Split Squat,Novice,Quadriceps,Kettlebell,2.0,,0.0,Lower Body,Push,Bodybuilding
Double Kettlebell Sumo Deadlift to Push Up,Intermediate,Back,Kettlebell,2.0,,0.0,Full Body,Push & Pull,Bodybuilding
Alternating Single Arm Kettlebell Clean to Thruster,Intermediate,Shoulders,Kettlebell,1.0,,0.0,Full Body,Unsorted*,Unsorted*
Suspension Alternating Curtsy Lunge,Novice,Quadriceps,Suspension Trainer,1.0,,0.0,Lower Body,Push,Bodybuilding
Single Arm Kettlebell Single Leg Balance Transfer,Intermediate,Abdominals,Kettlebell,1.0,,0.0,Full Body,Other,Balance
Barbell Front Rack Alternating Forward Lunge,Intermediate,Quadriceps,Barbell,1.0,,0.0,Lower Body,Push,Bodybuilding
Barbell Front Rack Alternating Reverse Lunge,Intermediate,Quadriceps,Barbell,1.0,,0.0,Lower Body,Push,Bodybuilding
Barbell Overhead Alternating Forward Lunge,Advanced,Quadriceps,Barbell,1.0,,0.0,Lower Body,Push,Bodybuilding
Macebell Alternating 360,Intermediate,Shoulders,Macebell,1.0,,0.0,Upper Body,Pull,Ballistics
Clubbell Shield Cast,Intermediate,Shoulders,Clubbell,1.0,,0.0,Upper Body,Pull,Ballistics
Single Arm Clubbell Shield Cast,Intermediate,Shoulders,Clubbell,1.0,,0.0,Upper Body,Pull,Ballistics
Macebell Barbarian Squat,Novice,Quadriceps,Macebell,1.0,,0.0,Full Body,Push & Pull,Unsorted*
Single Arm Macebell Barbarian Squat,Intermediate,Quadriceps,Macebell,1.0,,0.0,Full Body,Push & Pull,Unsorted*
Alternating Double Clubbell Shield Cast,Intermediate,Shoulders,Clubbell,2.0,,0.0,Upper Body,Pull,Ballistics
Double Clubbell Side Shoulder Cast,Intermediate,Shoulders,Clubbell,2.0,,0.0,Upper Body,Pull,Unsorted*
Macebell Split Squat Isometric Low to High Chop,Advanced,Abdominals,Macebell,1.0,,0.0,Full Body,Other,Balance
Double Clubbell Side Shoulder Cast to Side Flag Press,Intermediate,Shoulders,Clubbell,2.0,,0.0,Upper Body,Push & Pull,Unsorted*
Clubbell Mill,Intermediate,Shoulders,Clubbell,1.0,,0.0,Upper Body,Pull,Ballistics
Clubbell Half Kneeling Shield Cast,Intermediate,Shoulders,Clubbell,1.0,,0.0,Upper Body,Pull,Ballistics
Double Clubbell Iron Cross,Intermediate,Shoulders,Clubbell,2.0,,0.0,Upper Body,Pull,Unsorted*
Clubbell Swing to Gamma Cast,Intermediate,Shoulders,Clubbell,1.0,,0.0,Full Body,Pull,Unsorted*
Double Clubbell Half Kneeling Iron Cross,Intermediate,Shoulders,Clubbell,2.0,,0.0,Upper Body,Pull,Unsorted*
Clubbell Gamma Cast,Intermediate,Shoulders,Clubbell,1.0,,0.0,Upper Body,Pull,Unsorted*
Clubbell Half Kneeling Gamma Cast,Intermediate,Shoulders,Clubbell,1.0,,0.0,Upper Body,Pull,Unsorted*
Double Clubbell Side Flag Press,Intermediate,Shoulders,Clubbell,2.0,,0.0,Upper Body,Push,Unsorted*
Single Arm Kettlebell Suitcase Foot Elevated Contralateral Knee Over Toe Split Squat,Novice,Quadriceps,Kettlebell,1.0,,0.0,Lower Body,Push,Bodybuilding
Single Arm Kettlebell Suitcase Contralateral Knee Over Toe Split Squat,Novice,Quadriceps,Kettlebell,1.0,,0.0,Lower Body,Push,Bodybuilding
Double Indian Club Inner Heart Shaped Swing,Intermediate,Shoulders,Indian Club,2.0,,0.0,Upper Body,Unsorted*,Mobility
Alternating Double Indian Club Inner Heart Shaped Swing,Intermediate,Shoulders,Indian Club,2.0,,0.0,Upper Body,Unsorted*,Mobility
Alternating Double Clubbell Side Flag Press,Intermediate,Shoulders,Clubbell,2.0,,0.0,Upper Body,Push,Unsorted*
Single Arm Clubbell Side Flag Press,Intermediate,Shoulders,Clubbell,2.0,,0.0,Upper Body,Push,Unsorted*
Single Arm Clubbell Inside Circle,Intermediate,Abdominals,Clubbell,1.0,,0.0,Full Body,Other,Ballistics
Alternating Double Clubbell Inside Circle,Intermediate,Abdominals,Clubbell,2.0,,0.0,Full Body,Other,Ballistics
Single Arm Clubbell Side Shoulder Cast,Intermediate,Shoulders,Clubbell,1.0,,0.0,Upper Body,Pull,Unsorted*
Barbell Reverse Grip Bicep Curl,Intermediate,Forearms,Barbell,1.0,,0.0,Upper Body,Pull,Bodybuilding
Single Arm Clubbell Reverse Mill,Intermediate,Shoulders,Clubbell,1.0,,0.0,Upper Body,Pull,Ballistics
Clubbell Clean to Barbarian Squat,Intermediate,Quadriceps,Clubbell,1.0,,0.0,Full Body,Push & Pull,Unsorted*
Clubbell Tall Kneeling Gamma Cast,Intermediate,Shoulders,Clubbell,1.0,,0.0,Upper Body,Pull,Unsorted*
Clubbell Inside Circle,Intermediate,Abdominals,Clubbell,1.0,,0.0,Full Body,Other,Ballistics
Clubbell Tall Kneeling Shield Cast,Intermediate,Shoulders,Clubbell,1.0,,0.0,Upper Body,Pull,Ballistics
Clubbell Split Squat Isometric Shield Cast,Advanced,Shoulders,Clubbell,1.0,,0.0,Full Body,Pull,Balance
Clubbell Single Leg Standing Bent Knee Shield Cast,Advanced,Shoulders,Clubbell,1.0,,0.0,Full Body,Pull,Balance
Single Arm Clubbell Tall Kneeling Shield Cast,Intermediate,Shoulders,Clubbell,1.0,,0.0,Upper Body,Pull,Ballistics
Single Arm Clubbell Mill,Intermediate,Shoulders,Clubbell,1.0,,0.0,Upper Body,Pull,Ballistics
Double Clubbell Split Squat Isometric Iron Cross,Advanced,Shoulders,Clubbell,2.0,,0.0,Full Body,Pull,Balance
Double Clubbell Single Leg Standing Bent Knee Iron Cross,Advanced,Shoulders,Clubbell,2.0,,0.0,Full Body,Pull,Unsorted*
Double Kettlebell Suitcase Deadlift,Beginner,Back,Kettlebell,2.0,,0.0,Full Body,Pull,Bodybuilding
Double Kettlebell Bottoms Up Clean,Intermediate,Glutes,Kettlebell,2.0,,0.0,Full Body,Unsorted*,Ballistics
Double Clubbell Mill,Intermediate,Shoulders,Clubbell,2.0,,0.0,Upper Body,Pull,Ballistics
Alternating Single Arm Clubbell Mill,Intermediate,Shoulders,Clubbell,1.0,,0.0,Upper Body,Pull,Ballistics
Clubbell Split Squat Isometric Gamma Cast,Advanced,Shoulders,Clubbell,1.0,,0.0,Full Body,Pull,Balance
Clubbell Single Leg Standing Bent Knee Gamma Cast,Advanced,Shoulders,Clubbell,1.0,,0.0,Full Body,Pull,Unsorted*
Macebell Alternating 360 to Ballistic Curl,Intermediate,Shoulders,Macebell,1.0,,0.0,Upper Body,Pull,Ballistics
Bar Chin Up,Intermediate,Biceps,Pull Up Bar,1.0,,0.0,Upper Body,Pull,Calisthenics
Bar Pull Up,Intermediate,Back,Pull Up Bar,1.0,,0.0,Upper Body,Pull,Calisthenics
Single Arm Clubbell Side Swing,Intermediate,Abdominals,Clubbell,1.0,,0.0,Full Body,Other,Ballistics
Single Arm Clubbell Inside Pendulum,Intermediate,Abdominals,Clubbell,1.0,,0.0,Full Body,Other,Ballistics
Double Clubbell Swipe,Intermediate,Glutes,Clubbell,2.0,,0.0,Full Body,Unsorted*,Ballistics
Single Arm Clubbell Swipe,Intermediate,Glutes,Clubbell,1.0,,0.0,Full Body,Unsorted*,Ballistics
Single Arm Clubbell Cross Body Swipe,Intermediate,Abdominals,Clubbell,1.0,,0.0,Full Body,Unsorted*,Ballistics
Bar Scapular Pull Up,Intermediate,Back,Pull Up Bar,1.0,,0.0,Upper Body,Pull,Calisthenics
Single Arm Clubbell Inside Circle to Shield Cast,Advanced,Shoulders,Clubbell,1.0,,0.0,Full Body,Pull,Ballistics
Clubbell Barbarian Squat,Novice,Quadriceps,Clubbell,1.0,,0.0,Full Body,Push & Pull,Unsorted*
Single Arm Clubbell Inside Circle to Outside Circle,Intermediate,Abdominals,Clubbell,1.0,,0.0,Full Body,Other,Ballistics
Clubbell Inside Circle to Outside Circle,Intermediate,Abdominals,Clubbell,1.0,,0.0,Full Body,Other,Ballistics
Double Clubbell Barbarian Squat,Novice,Quadriceps,Clubbell,2.0,,0.0,Full Body,Push & Pull,Unsorted*
Single Arm Clubbell Side to Side Swing,Intermediate,Abdominals,Clubbell,1.0,,0.0,Full Body,Other,Ballistics
Alternating Single Arm Clubbell Side to Side Swing,Advanced,Abdominals,Clubbell,1.0,,0.0,Full Body,Other,Ballistics
Clubbell Alternating Inside Pendulum to Gamma Cast,Advanced,Shoulders,Clubbell,1.0,,0.0,Full Body,Pull,Ballistics
Single Arm Clubbell Single Leg Standing Bent Knee Contralateral Shield Cast,Advanced,Shoulders,Clubbell,1.0,,0.0,Full Body,Pull,Balance
Bar Skin the Cat,Intermediate,Shoulders,Pull Up Bar,,,0.0,Upper Body,Pull,Calisthenics
Single Arm Kettlebell Bottoms Up Tall Kneeling Overhead Press,Intermediate,Shoulders,Kettlebell,1.0,,0.0,Upper Body,Push,Bodybuilding
Single Arm Clubbell Inside Circle to Front Flag Press,Intermediate,Shoulders,Clubbell,1.0,,0.0,Full Body,Push,Unsorted*
Double Clubbell Order Bulgarian Split Squat,Intermediate,Quadriceps,Clubbell,2.0,Bench (Flat),1.0,Lower Body,Push,Bodybuilding
Barbell Hang Squat Clean,Advanced,Quadriceps,Barbell,1.0,,0.0,Full Body,Unsorted*,Olympic Weightlifting
Alternating Single Arm Kettlebell Feet Elevated Plank Pull Through,Intermediate,Abdominals,Kettlebell,1.0,Bench (Flat),1.0,Midsection,Unsorted*,Unsorted*
Miniband Supine Alternating Hip Flexion,Beginner,Hip Flexors,Miniband,1.0,,0.0,Lower Body,Unsorted*,Unsorted*
Double Kettlebell Bottoms Up Tall Kneeling Overhead Press,Intermediate,Shoulders,Kettlebell,2.0,,0.0,Upper Body,Push,Bodybuilding
Alternating Double Kettlebell Bottoms Up Tall Kneeling Overhead Press,Intermediate,Shoulders,Kettlebell,2.0,,0.0,Upper Body,Push,Bodybuilding
Double Kettlebell Bottoms Up Half Kneeling Overhead Press,Intermediate,Shoulders,Kettlebell,2.0,,0.0,Upper Body,Push,Bodybuilding
Alternating Double Kettlebell Bottoms Up Half Kneeling Overhead Press,Intermediate,Shoulders,Kettlebell,2.0,,0.0,Upper Body,Push,Bodybuilding
Single Arm Clubbell Barbarian Squat,Novice,Quadriceps,Clubbell,1.0,,0.0,Full Body,Push & Pull,Unsorted*
Single Arm Clubbell Single Leg Standing Bent Knee Ipsilateral Shield Cast,Advanced,Shoulders,Clubbell,1.0,,0.0,Full Body,Pull,Balance
Clubbell Order Cyclist Squat,Novice,Quadriceps,Clubbell,1.0,Slant Board,1.0,Lower Body,Push,Bodybuilding
Single Arm Clubbell Order Contralateral Bulgarian Split Squat,Intermediate,Quadriceps,Clubbell,1.0,Bench (Flat),1.0,Lower Body,Push,Bodybuilding
Alternating Single Arm Macebell 10 to 2,Intermediate,Shoulders,Macebell,1.0,,0.0,Upper Body,Pull,Ballistics
Double Kettlebell Bottoms Up Tall Kneeling Seesaw Overhead Press,Intermediate,Shoulders,Kettlebell,2.0,,0.0,Upper Body,Push,Bodybuilding
Clubbell Inside Pendulum to Inside Pullover,Intermediate,Back,Clubbell,1.0,,0.0,Upper Body,Pull,Unsorted*
Clubbell Order Squat,Beginner,Quadriceps,Clubbell,1.0,,0.0,Lower Body,Push,Unsorted*
Single Arm Clubbell Order Ipsilateral Bulgarian Split Squat,Intermediate,Quadriceps,Clubbell,1.0,Bench (Flat),1.0,Lower Body,Push,Bodybuilding
Single Arm Clubbell Order Squat,Novice,Quadriceps,Clubbell,1.0,,0.0,Lower Body,Push,Unsorted*
Double Clubbell Order Squat,Novice,Quadriceps,Clubbell,2.0,,0.0,Lower Body,Push,Unsorted*
Clubbell Alternating Inside Pendulum to Inside Pullover,Intermediate,Back,Clubbell,1.0,,0.0,Upper Body,Pull,Unsorted*
Single Arm Kettlebell Bottoms Up Arm Bar,Intermediate,Shoulders,Kettlebell,1.0,,0.0,Upper Body,Other,Mobility
Single Arm Kettlebell Bottoms Up Arm Bar Rotation,Intermediate,Shoulders,Kettlebell,1.0,,0.0,Upper Body,Other,Mobility
Double Kettlebell Push Up,Intermediate,Chest,Kettlebell,2.0,,0.0,Upper Body,Push,Calisthenics
Bodyweight Pseudo Planche Lean,Intermediate,Abdominals,Bodyweight,1.0,,0.0,Upper Body,Other,Calisthenics
Macebell 360 to Single Arm 360,Intermediate,Shoulders,Macebell,1.0,,0.0,Upper Body,Pull,Ballistics
Tire Feet Elevated Decline Push Up,Intermediate,Chest,Tire,1.0,,0.0,Upper Body,Push,Calisthenics
Bodyweight Bench Feet Elevated Decline Push Up,Intermediate,Chest,Bodyweight,1.0,Bench (Flat),1.0,Upper Body,Push,Calisthenics
Bodyweight Box Feet Elevated Decline Push Up,Intermediate,Chest,Bodyweight,1.0,Plyo Box,1.0,Upper Body,Push,Calisthenics
Bodyweight Feet Elevated Pike Push Up,Intermediate,Shoulders,Bodyweight,1.0,Plyo Box,1.0,Upper Body,Push,Calisthenics
Tire Feet Elevated Pike Push Up,Intermediate,Shoulders,Tire,1.0,,0.0,Upper Body,Push,Calisthenics
Double Kettlebell Bottoms Up Push Jerk,Intermediate,Shoulders,Kettlebell,2.0,,0.0,Upper Body,Push,Unsorted*
Alternating Double Kettlebell Bottoms Up Push Jerk,Intermediate,Shoulders,Kettlebell,2.0,,0.0,Upper Body,Push,Unsorted*
Single Arm Kettlebell Bottoms Up Overhead Press,Intermediate,Shoulders,Kettlebell,1.0,,0.0,Upper Body,Push,Unsorted*
Single Arm Kettlebell Bottoms Up Push Press,Intermediate,Shoulders,Kettlebell,1.0,,0.0,Upper Body,Push,Unsorted*
Bulgarian Bag Side to Side Swing,Intermediate,Abdominals,Bulgarian Bag,1.0,,0.0,Full Body,Other,Unsorted*
Single Arm Kettlebell Bottoms Up Half Kneeling Ipsilateral Overhead Press,Intermediate,Shoulders,Kettlebell,1.0,,0.0,Upper Body,Push,Bodybuilding
Single Ring Rotational Row,Intermediate,Back,Gymnastic Rings,1.0,,0.0,Upper Body,Pull,Calisthenics
Trap Bar Bottoms Up Tall Kneeling Overhead Press,Intermediate,Shoulders,Trap Bar,1.0,,0.0,Upper Body,Push,Bodybuilding
Clubbell Clean,Novice,Glutes,Clubbell,1.0,,0.0,Full Body,Unsorted*,Ballistics
Double Clubbell Clean,Novice,Glutes,Clubbell,2.0,,0.0,Full Body,Unsorted*,Ballistics
Single Arm Clubbell Clean,Novice,Glutes,Clubbell,1.0,,0.0,Full Body,Unsorted*,Ballistics
Trap Bar Z Press,Intermediate,Shoulders,Trap Bar,1.0,,0.0,Upper Body,Push,Bodybuilding
Trap Bar Bottoms Up Floor Press,Intermediate,Chest,Trap Bar,1.0,,0.0,Upper Body,Push,Bodybuilding
Trap Bar Bottoms Up Bench Press,Intermediate,Chest,Trap Bar,1.0,Bench (Flat),1.0,Upper Body,Push,Bodybuilding
Bulgarian Bag Alternating Spin to Side Swing Squat,Advanced,Shoulders,Bulgarian Bag,1.0,,0.0,Full Body,Unsorted*,Unsorted*
Bulgarian Bag Swipe,Intermediate,Glutes,Bulgarian Bag,1.0,,0.0,Full Body,Unsorted*,Unsorted*
Bulgarian Bag Snatch,Intermediate,Glutes,Bulgarian Bag,1.0,,0.0,Full Body,Unsorted*,Ballistics
Bulgarian Bag Alternating Rotational Snatch,Advanced,Shoulders,Bulgarian Bag,1.0,,0.0,Full Body,Unsorted*,Ballistics
Bulgarian Bag Alternating Side Swing Squat,Advanced,Abdominals,Bulgarian Bag,1.0,,0.0,Full Body,Unsorted*,Ballistics
Bulgarian Bag Dead Clean,Intermediate,Glutes,Bulgarian Bag,1.0,,0.0,Full Body,Unsorted*,Ballistics
Bulgarian Bag Swing,Novice,Glutes,Bulgarian Bag,1.0,,0.0,Full Body,Unsorted*,Ballistics
Bulgarian Bag Front Rack Squat,Novice,Quadriceps,Bulgarian Bag,1.0,,0.0,Lower Body,Push,Unsorted*
Bulgarian Bag Back Rack Squat,Novice,Quadriceps,Bulgarian Bag,1.0,,0.0,Lower Body,Push,Unsorted*
Bulgarian Bag Swing Squat,Advanced,Glutes,Bulgarian Bag,1.0,,0.0,Full Body,Unsorted*,Unsorted*
Bulgarian Bag Alternating Forward Lunge with Rotation,Intermediate,Quadriceps,Bulgarian Bag,1.0,,0.0,Full Body,Push,Unsorted*
Battle Rope Single Leg Standing Double Wave,Intermediate,Biceps,Battle Ropes,1.0,,0.0,Upper Body,Other,Balance
Battle Rope Single Leg Standing Power Slam,Intermediate,Abdominals,Battle Ropes,1.0,,0.0,Upper Body,Other,Balance
Landmine V Grip Tall Kneeling Chest Press,Intermediate,Chest,Landmine,1.0,,0.0,Upper Body,Push,Bodybuilding
Double Clubbell Swipe to Alternating Shield Cast,Advanced,Shoulders,Clubbell,2.0,,0.0,Full Body,Pull,Ballistics
Double Clubbell Order Cyclist Squat,Intermediate,Quadriceps,Clubbell,2.0,Slant Board,1.0,Lower Body,Push,Bodybuilding
Single Arm Clubbell Order Cyclist Squat,Intermediate,Quadriceps,Clubbell,1.0,Slant Board,1.0,Lower Body,Push,Bodybuilding
Alternating Double Kettlebell Bottoms Up Z Press,Intermediate,Shoulders,Kettlebell,2.0,,0.0,Upper Body,Push,Bodybuilding
Battle Rope Single Leg Standing Clap,Intermediate,Shoulders,Battle Ropes,1.0,,0.0,Upper Body,Other,Unsorted*
Single Arm Macebell Mill,Intermediate,Shoulders,Macebell,1.0,,0.0,Upper Body,Pull,Ballistics
Dumbbell Goblet Low Switch Cossack Squat,Intermediate,Quadriceps,Dumbbell,1.0,,0.0,Lower Body,Push,Bodybuilding
Double Kettlebell Clean to Alternating Thruster,Intermediate,Shoulders,Kettlebell,2.0,,0.0,Full Body,Unsorted*,Unsorted*
Double Kettlebell Clean to Alternating Overhead Press,Intermediate,Shoulders,Kettlebell,2.0,,0.0,Full Body,Unsorted*,Unsorted*
Double Kettlebell Bottoms Up Clean to Thruster,Intermediate,Shoulders,Kettlebell,2.0,,0.0,Full Body,Unsorted*,Unsorted*
Double Kettlebell Bottoms Up Clean to Alternating Thruster,Intermediate,Shoulders,Kettlebell,2.0,,0.0,Full Body,Unsorted*,Unsorted*
Double Kettlebell Bottoms Up Clean to Alternating Overhead Press,Intermediate,Shoulders,Kettlebell,2.0,,0.0,Full Body,Unsorted*,Unsorted*
Double Kettlebell Clean to Split Jerk,Intermediate,Shoulders,Kettlebell,2.0,,0.0,Full Body,Unsorted*,Ballistics
Double Kettlebell Bottoms Up Clean to Split Jerk,Advanced,Shoulders,Kettlebell,2.0,,0.0,Full Body,Unsorted*,Ballistics
Double Dumbbell Front Rack Cossack Squat,Novice,Quadriceps,Dumbbell,2.0,,0.0,Lower Body,Push,Bodybuilding
Double Dumbbell Overhead Alternating Cossack Squat,Intermediate,Quadriceps,Dumbbell,2.0,,0.0,Lower Body,Push,Bodybuilding
Double Dumbbell Overhead Cossack Squat,Intermediate,Quadriceps,Dumbbell,2.0,,0.0,Lower Body,Push,Bodybuilding
Double Dumbbell Low Hold Alternating Cossack Squat,Novice,Quadriceps,Dumbbell,2.0,,0.0,Lower Body,Push,Bodybuilding
Double Dumbbell Low Hold Cossack Squat,Novice,Quadriceps,Dumbbell,2.0,,0.0,Lower Body,Push,Bodybuilding
Single Arm Kettlebell Clean to Split Jerk,Intermediate,Shoulders,Kettlebell,1.0,,0.0,Full Body,Unsorted*,Ballistics
Alternating Single Arm Kettlebell Clean to Split Jerk,Intermediate,Shoulders,Kettlebell,1.0,,0.0,Full Body,Unsorted*,Ballistics
Suspension Low Switch Cossack Squat,Novice,Quadriceps,Suspension Trainer,1.0,,0.0,Lower Body,Push,Bodybuilding
Suspension Cossack Squat,Beginner,Quadriceps,Suspension Trainer,1.0,,0.0,Lower Body,Push,Bodybuilding
Single Arm Suspension Alternating Cossack Squat,Beginner,Quadriceps,Suspension Trainer,1.0,,0.0,Lower Body,Push,Bodybuilding
Single Arm Suspension Contralateral Cossack Squat,Beginner,Quadriceps,Suspension Trainer,1.0,,0.0,Lower Body,Push,Bodybuilding
Single Arm Suspension Low Switch Cossack Squat,Beginner,Quadriceps,Suspension Trainer,1.0,,0.0,Lower Body,Push,Bodybuilding
Suspension Foot Elevated Cossack Squat,Beginner,Quadriceps,Suspension Trainer,1.0,,0.0,Lower Body,Push,Bodybuilding
Single Arm Suspension Foot Elevated Contralateral Cossack Squat,Beginner,Quadriceps,Suspension Trainer,1.0,,0.0,Lower Body,Push,Bodybuilding
